"gor_name_group","frequency","proportion","name"
"1",14109,0.0407771030887015,"1_NE"
"10",7384,0.021340855426109,"10_NI"
"11",14419,0.0416730490776092,"11_SCO"
"12",10609,0.0306615838590995,"12_WAL"
"2",43474,0.125646309425063,"2_NW"
"3",30387,0.087822937951405,"3_YH"
"4",23402,0.0676352517174707,"4_EM"
"5",28019,0.0809790666554914,"5_WM"
"6",38517,0.111319844047595,"6_EE"
"7",61064,0.176484018924691,"7_LD"
"8",46229,0.133608668132935,"8_SE"
"9",28390,0.0820513116938292,"9_SW"
